case,member,prior,true_alpha,estimated_alpha_mean,estimated_minus_true_alpha,posterior_sd,credible_interval_90_low,credible_interval_90_high,credible_interval_contains_truth,genuinely_damaged,source
clustered_main_case,M15,hierarchical_laplace_sparse,0.7533313015366673,0.9880590860824077,0.2347277845457404,0.05197859707908223,0.9025542938873174,1.0,False,True,illustrative
clustered_main_case,M16,hierarchical_laplace_sparse,0.9233732380006169,0.9946364244063204,0.0712631864057035,0.047566225364933275,0.9163899836810051,1.0,True,False,illustrative
clustered_main_case,M17,hierarchical_laplace_sparse,0.7342641450839525,0.9880636725405055,0.253799527456553,0.05197496785334707,0.9025648504217496,1.0,False,True,illustrative
clustered_main_case,M18,hierarchical_laplace_sparse,0.9339306313834392,0.9947546785519006,0.06082404716846135,0.047511861682405315,0.9165976660843438,1.0,True,False,illustrative
clustered_main_case,M19,hierarchical_laplace_sparse,0.5270347000175947,0.9981799803461546,0.47114528032855996,0.04638009597759154,0.9218847224630166,1.0,False,True,illustrative
clustered_main_case,M20,hierarchical_laplace_sparse,0.7814454696260098,0.9947577607999376,0.2133122911739278,0.047510365072051135,0.9166032102564134,1.0,False,True,illustrative
clustered_main_case,M00,hierarchical_horseshoe,0.9916267563460638,0.6422303569111819,-0.3493963994348819,0.159056776604831,0.3805819593962349,0.9038787544261289,False,False,illustrative
clustered_main_case,M01,hierarchical_horseshoe,0.679457462870522,0.9986319780463502,0.3191745151758282,0.006679881295336562,0.9876435733155216,1.0,False,True,illustrative
clustered_main_case,M02,hierarchical_horseshoe,0.7673646465761695,0.9986113030873861,0.23124665651121656,0.00668221934030228,0.9876190522725888,1.0,False,True,illustrative
clustered_main_case,M03,hierarchical_horseshoe,0.9818251809564175,0.6117874708874778,-0.3700377100689397,0.029101734920537022,0.5639151169431944,0.6596598248317611,False,False,illustrative
clustered_main_case,M04,hierarchical_horseshoe,0.7410196568814531,0.9995426262865873,0.2585229694051342,0.0066364364688735996,0.9886256882952902,1.0,False,True,illustrative
clustered_main_case,M05,hierarchical_horseshoe,0.9543806613122212,0.49504325717320985,-0.45933740413901136,0.09037455485836766,0.35,0.6437093999152247,False,False,illustrative
clustered_main_case,M06,hierarchical_horseshoe,0.7063919628311573,0.9975552527952567,0.29116328996409935,0.006790618206300921,0.9863846858458917,1.0,False,True,illustrative
clustered_main_case,M07,hierarchical_horseshoe,0.7491064858393197,0.9994983707975653,0.2503918849582456,0.006636844515800617,0.9885807615690733,1.0,False,True,illustrative
clustered_main_case,M08,hierarchical_horseshoe,0.9998163262523082,0.9996739958335592,-0.00014233041874900376,0.006634090680784557,0.9887609166636686,1.0,True,False,illustrative
clustered_main_case,M09,hierarchical_horseshoe,0.7637794229007807,0.999273086810311,0.2354936639095303,0.006645593390856121,0.9883410856823527,1.0,False,True,illustrative
clustered_main_case,M10,hierarchical_horseshoe,0.8868553092542035,0.3500000000961393,-0.5368553091580642,0.08798259507662679,0.35,0.4947313689971904,False,False,illustrative
clustered_main_case,M11,hierarchical_horseshoe,0.7443269107162586,0.9997211233046064,0.2553942125883478,0.006633327477197643,0.9888092996046163,1.0,False,True,illustrative
clustered_main_case,M12,hierarchical_horseshoe,0.8742138709918149,0.9990118910432505,0.12479802005143559,0.006656413085899068,0.9880620915169466,1.0,False,False,illustrative
clustered_main_case,M13,hierarchical_horseshoe,0.6683118292337747,0.999258422696426,0.3309465934626512,0.00664549609477541,0.9883265816205205,1.0,False,True,illustrative
clustered_main_case,M14,hierarchical_horseshoe,0.8962980855088591,0.9988656537459549,0.10256756823709579,0.006664217305626737,0.987903016278199,1.0,False,False,illustrative
clustered_main_case,M15,hierarchical_horseshoe,0.7533313015366673,0.999227350240266,0.2458960487035987,0.006646976893730105,0.98829307325008,1.0,False,True,illustrative
clustered_main_case,M16,hierarchical_horseshoe,0.9233732380006169,0.9995801203031327,0.07620688230251582,0.006636016723010294,0.9886638727937808,1.0,False,False,illustrative
clustered_main_case,M17,hierarchical_horseshoe,0.7342641450839525,0.9992178982563863,0.26495375317243375,0.006647345040427167,0.9882830156648836,1.0,False,True,illustrative
clustered_main_case,M18,hierarchical_horseshoe,0.9339306313834392,0.9996677376081686,0.06573710622472939,0.0066343555868800174,0.988754222667751,1.0,False,False,illustrative
clustered_main_case,M19,hierarchical_horseshoe,0.5270347000175947,0.9998905458316522,0.4728558458140575,0.006631706739299652,0.9889813882455042,1.0,False,True,illustrative
clustered_main_case,M20,hierarchical_horseshoe,0.7814454696260098,0.9997774192207854,0.21833194959477564,0.00663271566391302,0.9888666019536485,1.0,False,True,illustrative
dense_damage_sparsity_false,M00,weak_gaussian_flat,0.6688453282023823,0.6736646548032585,0.00481932660087625,0.17192739627612608,0.39084408792903114,0.956485221677486,True,True,illustrative
dense_damage_sparsity_false,M01,weak_gaussian_flat,0.7895134485506602,0.6970810721783367,-0.09243237637232349,0.1434032374169607,0.4611827466274363,0.9329793977292371,True,True,illustrative
dense_damage_sparsity_false,M02,weak_gaussian_flat,0.727582177630133,0.6971458706164937,-0.030436307013639308,0.14213195940880727,0.46333879738900574,0.9309529438439816,True,True,illustrative
dense_damage_sparsity_false,M03,weak_gaussian_flat,0.7226089773718308,0.673255744838616,-0.049353232533214775,0.17200430336043018,0.3903086658107084,0.9562028238665237,True,True,illustrative
dense_damage_sparsity_false,M04,weak_gaussian_flat,0.7202935923714167,0.7265750609106841,0.006281468539267476,0.1633201861399118,0.4579133547105292,0.9952367671108391,True,True,illustrative
dense_damage_sparsity_false,M05,weak_gaussian_flat,0.667567480904147,0.6723266346113927,0.004759153707245778,0.15190116247545435,0.42244922233927035,0.9222040468835151,True,True,illustrative
dense_damage_sparsity_false,M06,weak_gaussian_flat,0.6739621687996727,0.6720973186410034,-0.001864850158669329,0.1516546296309656,0.42262545289806497,0.9215691843839419,True,True,illustrative
dense_damage_sparsity_false,M07,weak_gaussian_flat,0.6953198461807524,0.7258873033791923,0.030567457198439896,0.16353325196249305,0.4568751039008912,0.9948995028574934,True,True,illustrative
dense_damage_sparsity_false,M08,weak_gaussian_flat,0.6644904484427716,0.7703286299443509,0.10583818150157931,0.17324910486601683,0.48533385243975324,1.0,True,True,illustrative
dense_damage_sparsity_false,M09,weak_gaussian_flat,0.6511304194058892,0.643154554734644,-0.007975864671245225,0.15450442227847014,0.38899478008656063,0.8973143293827274,True,True,illustrative
dense_damage_sparsity_false,M10,weak_gaussian_flat,0.6799027037669315,0.6431757181810962,-0.036726985585835314,0.15457852386515347,0.38889404642291875,0.8974573899392737,True,True,illustrative
dense_damage_sparsity_false,M11,weak_gaussian_flat,0.7459757320620921,0.7702525880669057,0.024276856004813552,0.1733125854368539,0.485153385023281,1.0,True,True,illustrative
dense_damage_sparsity_false,M12,weak_gaussian_flat,0.6479229624305878,0.752377754646619,0.10445479221603127,0.1587144979067741,0.4912924055899756,1.0,True,True,illustrative
dense_damage_sparsity_false,M13,weak_gaussian_flat,0.8039394280507133,0.8162226272408271,0.01228319919011378,0.17277755385350999,0.5320035511518031,1.0,True,True,illustrative
dense_damage_sparsity_false,M14,weak_gaussian_flat,0.7842319402447212,0.7523427451355791,-0.03188919510914212,0.15873997730243825,0.4912154824730682,1.0,True,True,illustrative
dense_damage_sparsity_false,M15,weak_gaussian_flat,0.6672367572213743,0.780089235501057,0.1128524782796827,0.17244921587214904,0.49641027539137184,1.0,True,True,illustrative
dense_damage_sparsity_false,M16,weak_gaussian_flat,0.6900302706097016,0.8273410843769771,0.1373108137672755,0.1770581042798335,0.5360805028366509,1.0,True,True,illustrative
dense_damage_sparsity_false,M17,weak_gaussian_flat,0.6815032966664305,0.7800566783680116,0.09855338170158112,0.17244930533472203,0.4963775710923939,1.0,True,True,illustrative
dense_damage_sparsity_false,M18,weak_gaussian_flat,0.7886645181130042,0.8219326280341727,0.033268109921168465,0.17756625883468755,0.5298361322511116,1.0,True,True,illustrative
dense_damage_sparsity_false,M19,weak_gaussian_flat,0.6850547652754193,0.8702325797432467,0.18517781446782744,0.17965202638204888,0.5747049963447763,1.0,True,True,illustrative
dense_damage_sparsity_false,M20,weak_gaussian_flat,0.7560578310942734,0.8218972226501412,0.06583939155586782,0.17756649036996308,0.5298003459915519,1.0,True,True,illustrative
dense_damage_sparsity_false,M00,hierarchical_laplace_sparse,0.6688453282023823,0.6780939907322526,0.009248662529870333,0.2577315584548261,0.35,1.0,True,True,illustrative
dense_damage_sparsity_false,M01,hierarchical_laplace_sparse,0.7895134485506602,0.9679841476652502,0.17847069911459001,0.08933111984615033,0.8210344555183329,1.0,False,True,illustrative
dense_damage_sparsity_false,M02,hierarchical_laplace_sparse,0.727582177630133,0.9801381105923314,0.25255593296219836,0.07517891509657192,0.8564687952584705,1.0,False,True,illustrative
dense_damage_sparsity_false,M03,hierarchical_laplace_sparse,0.7226089773718308,0.5786917735780324,-0.14391720379379846,0.2650665234179817,0.35,1.0,True,True,illustrative
dense_damage_sparsity_false,M04,hierarchical_laplace_sparse,0.7202935923714167,0.7023807943501842,-0.017912798021232468,0.1963389354113294,0.3794032455985473,1.0,True,True,illustrative
dense_damage_sparsity_false,M05,hierarchical_laplace_sparse,0.667567480904147,0.5683463094593938,-0.09922117144475318,0.2064427335069756,0.35,0.9079446060783687,True,True,illustrative
dense_damage_sparsity_false,M06,hierarchical_laplace_sparse,0.6739621687996727,0.5885301360626338,-0.08543203273703892,0.23994413977077475,0.35,0.9832382459855583,True,True,illustrative
dense_damage_sparsity_false,M07,hierarchical_laplace_sparse,0.6953198461807524,0.987406191155255,0.2920863449745026,0.06640623430899933,0.8781679357169511,1.0,False,True,illustrative
dense_damage_sparsity_false,M08,hierarchical_laplace_sparse,0.6644904484427716,0.9916442821927756,0.32715383375000395,0.06242881876399127,0.88894887532601,1.0,False,True,illustrative
dense_damage_sparsity_false,M09,hierarchical_laplace_sparse,0.6511304194058892,0.39210870194220987,-0.25902171746367936,0.27558952801164366,0.35,0.8454534755213636,True,True,illustrative
dense_damage_sparsity_false,M10,hierarchical_laplace_sparse,0.6799027037669315,0.36743994885326015,-0.31246275491367137,0.2666209470840199,0.35,0.8060314068064729,True,True,illustrative
dense_damage_sparsity_false,M11,hierarchical_laplace_sparse,0.7459757320620921,0.9907546612763015,0.2447789292142094,0.0631869108369689,0.8868121929494877,1.0,False,True,illustrative
dense_damage_sparsity_false,M12,hierarchical_laplace_sparse,0.6479229624305878,0.7192068619680327,0.07128389953744496,0.23871864014451694,0.35,1.0,True,True,illustrative
dense_damage_sparsity_false,M13,hierarchical_laplace_sparse,0.8039394280507133,0.9843969833921585,0.18045755534144525,0.07010943286082905,0.8690669663360947,1.0,False,True,illustrative
dense_damage_sparsity_false,M14,hierarchical_laplace_sparse,0.7842319402447212,0.3500000000000176,-0.43423194024470363,0.18149385807664103,0.35,0.648557396536092,False,True,illustrative
dense_damage_sparsity_false,M15,hierarchical_laplace_sparse,0.6672367572213743,0.9901319792663651,0.32289522204499077,0.06394738197807724,0.884938535912428,1.0,False,True,illustrative
dense_damage_sparsity_false,M16,hierarchical_laplace_sparse,0.6900302706097016,0.9968361916011141,0.3068059209914126,0.0591400442661127,0.8995508187833587,1.0,False,True,illustrative
dense_damage_sparsity_false,M17,hierarchical_laplace_sparse,0.6815032966664305,0.9895479708570731,0.30804467419064263,0.0645251746820112,0.8834040585051647,1.0,False,True,illustrative
dense_damage_sparsity_false,M18,hierarchical_laplace_sparse,0.7886645181130042,0.9949947932043057,0.20633027509130153,0.06002629826886703,0.8962515325520195,1.0,False,True,illustrative
dense_damage_sparsity_false,M19,hierarchical_laplace_sparse,0.6850547652754193,0.9996077113441905,0.31455294606877116,0.05851588464656426,0.9033490811005922,1.0,False,True,illustrative
dense_damage_sparsity_false,M20,hierarchical_laplace_sparse,0.7560578310942734,0.9949691099850805,0.2389112788908071,0.060039654569758655,0.8962038782178274,1.0,False,True,illustrative
dense_damage_sparsity_false,M00,hierarchical_horseshoe,0.6688453282023823,0.5495989852894224,-0.11924634291295988,0.22266007179810796,0.35,0.9158748033973101,True,True,illustrative
dense_damage_sparsity_false,M01,hierarchical_horseshoe,0.7895134485506602,0.9993340195797111,0.20982057102905094,0.009831589708830643,0.9831610545086847,1.0,False,True,illustrative
dense_damage_sparsity_false,M02,hierarchical_horseshoe,0.727582177630133,0.9991564740763627,0.27157429644622966,0.009843552992795794,0.9829638294032136,1.0,False,True,illustrative
dense_damage_sparsity_false,M03,hierarchical_horseshoe,0.7226089773718308,0.5511482705409904,-0.17146070683084047,0.2539086442955209,0.35,0.9688279904071222,True,True,illustrative
dense_damage_sparsity_false,M04,hierarchical_horseshoe,0.7202935923714167,0.9993294354429724,0.2790358430715557,0.009828240823155275,0.9831619792888819,1.0,False,True,illustrative
dense_damage_sparsity_false,M05,hierarchical_horseshoe,0.667567480904147,0.55526153748261,-0.11230594342153699,0.21347142470751979,0.35,0.90642203112648,True,True,illustrative
dense_damage_sparsity_false,M06,hierarchical_horseshoe,0.6739621687996727,0.5276970073134731,-0.1462651614861996,0.17828189200575073,0.35,0.8209707196629331,True,True,illustrative
dense_damage_sparsity_false,M07,hierarchical_horseshoe,0.6953198461807524,0.9990911833969272,0.3037713372161748,0.009845058431768632,0.9828960622766677,1.0,False,True,illustrative
dense_damage_sparsity_false,M08,hierarchical_horseshoe,0.6644904484427716,0.9994673924221028,0.3349769439793312,0.009822293974477467,0.9833097188340874,1.0,False,True,illustrative
dense_damage_sparsity_false,M09,hierarchical_horseshoe,0.6511304194058892,0.3673051102678095,-0.28382530913807974,0.258760067180054,0.35,0.7929654207789983,True,True,illustrative
dense_damage_sparsity_false,M10,hierarchical_horseshoe,0.6799027037669315,0.39618349093457245,-0.28371921283235907,0.2662334450206221,0.35,0.8341375079934958,True,True,illustrative
dense_damage_sparsity_false,M11,hierarchical_horseshoe,0.7459757320620921,0.9994628545915427,0.2534871225294506,0.009822308353076991,0.9833051573507311,1.0,False,True,illustrative
dense_damage_sparsity_false,M12,hierarchical_horseshoe,0.6479229624305878,0.3500000000585093,-0.2979229623720785,0.11727979378684729,0.35,0.5429252608378731,False,True,illustrative
dense_damage_sparsity_false,M13,hierarchical_horseshoe,0.8039394280507133,0.9992680882770083,0.19532866022629503,0.009835927836625617,0.9830879869857592,1.0,False,True,illustrative
dense_damage_sparsity_false,M14,hierarchical_horseshoe,0.7842319402447212,0.9991001069231461,0.2148681666784249,0.009848739290776039,0.9828989307898195,1.0,False,True,illustrative
dense_damage_sparsity_false,M15,hierarchical_horseshoe,0.6672367572213743,0.9994056417976587,0.33216888457628435,0.009827539613200258,0.9832393391339442,1.0,False,True,illustrative
dense_damage_sparsity_false,M16,hierarchical_horseshoe,0.6900302706097016,0.999800507182966,0.3097702365732644,0.00981298440652937,0.9836581478342251,1.0,False,True,illustrative
dense_damage_sparsity_false,M17,hierarchical_horseshoe,0.6815032966664305,0.9993390838052656,0.3178357871388351,0.009831421718748956,0.9831663950779236,1.0,False,True,illustrative
dense_damage_sparsity_false,M18,hierarchical_horseshoe,0.7886645181130042,0.9996745273904588,0.2110100092774546,0.009815669373446747,0.9835277512711389,1.0,False,True,illustrative
dense_damage_sparsity_false,M19,hierarchical_horseshoe,0.6850547652754193,0.9999735048391486,0.3149187395637293,0.009811163902654725,0.9838341402192816,1.0,False,True,illustrative
dense_damage_sparsity_false,M20,hierarchical_horseshoe,0.7560578310942734,0.9996740795830213,0.24361624848874797,0.009815649993028808,0.983527335344489,1.0,False,True,illustrative
