observation,mode,temperature_degC,humidity_pct,measured_frequency_hz,true_environment_shift_fraction,source
10,4,35.09172739004473,60.155839565764865,14.842756490634958,-0.019469076872237315,illustrative
11,1,34.41132382661979,61.866154561361135,1.3726335691282094,-0.013762840097708843,illustrative
11,2,34.41132382661979,61.866154561361135,4.324201778738217,-0.014863867305525552,illustrative
11,3,34.41132382661979,61.866154561361135,7.058246391117432,-0.015964894513342258,illustrative
11,4,34.41132382661979,61.866154561361135,15.236250384398728,-0.017065921721158964,illustrative
12,1,34.957315825506754,57.80065456785702,1.3904708587577232,-0.0164465304935236,illustrative
12,2,34.957315825506754,57.80065456785702,4.305712143362639,-0.01776225293300549,illustrative
12,3,34.957315825506754,57.80065456785702,7.177236684533635,-0.019077975372487375,illustrative
12,4,34.957315825506754,57.80065456785702,14.982406708374276,-0.020393697811969265,illustrative
13,1,32.835578994351735,54.11062752425636,1.3895259936118642,-0.014319899559728172,illustrative
13,2,32.835578994351735,54.11062752425636,4.288412616366908,-0.015465491524506427,illustrative
13,3,32.835578994351735,54.11062752425636,7.336218655414404,-0.016611083489284677,illustrative
13,4,32.835578994351735,54.11062752425636,14.552107719470602,-0.017756675454062933,illustrative
14,1,36.11670241287824,57.514100856590055,1.367095658677746,-0.018708954857304276,illustrative
14,2,36.11670241287824,57.514100856590055,4.3216020392683365,-0.02020567124588862,illustrative
14,3,36.11670241287824,57.514100856590055,7.068282801739074,-0.02170238763447296,illustrative
14,4,36.11670241287824,57.514100856590055,14.669725036059921,-0.0231991040230573,illustrative
15,1,35.24449546891204,54.15783692438754,1.3621361456207963,-0.01849833752168918,illustrative
15,2,35.24449546891204,54.15783692438754,4.320760011439378,-0.019978204523424317,illustrative
15,3,35.24449546891204,54.15783692438754,7.15668790431024,-0.02145807152515945,illustrative
15,4,35.24449546891204,54.15783692438754,14.778046444648757,-0.022937938526894585,illustrative
16,1,32.945407318883575,50.81209793582429,1.3616643661630785,-0.01588785340211847,illustrative
16,2,32.945407318883575,50.81209793582429,4.374638322775713,-0.01715888167428795,illustrative
16,3,32.945407318883575,50.81209793582429,7.29083409265412,-0.018429909946457424,illustrative
16,4,32.945407318883575,50.81209793582429,14.845817684166835,-0.019700938218626902,illustrative
17,1,32.96563376863937,54.84143141645601,1.39459037281994,-0.014229248535041254,illustrative
17,2,32.96563376863937,54.84143141645601,4.296783889741828,-0.015367588417844556,illustrative
17,3,32.96563376863937,54.84143141645601,7.149979737980329,-0.016505928300647853,illustrative
17,4,32.96563376863937,54.84143141645601,14.821613276454075,-0.017644268183451155,illustrative
18,1,32.96122789715477,48.55681092721405,1.395526897882682,-0.01686144261347713,illustrative
18,2,32.96122789715477,48.55681092721405,4.323367368929641,-0.018210358022555304,illustrative
18,3,32.96122789715477,48.55681092721405,7.192584549707732,-0.01955927343163347,illustrative
18,4,32.96122789715477,48.55681092721405,14.769924035638528,-0.020908188840711644,illustrative
19,1,31.903297207072455,51.140291236137344,1.390834322133222,-0.014051680512193843,illustrative
19,2,31.903297207072455,51.140291236137344,4.3311226640990315,-0.015175814953169352,illustrative
19,3,31.903297207072455,51.140291236137344,7.241085901924412,-0.016299949394144857,illustrative
19,4,31.903297207072455,51.140291236137344,14.692618648641556,-0.017424083835120365,illustrative
20,1,29.929692266859128,49.110857137490534,1.3914630932866627,-0.011895963723075182,illustrative
20,2,29.929692266859128,49.110857137490534,4.36920149810767,-0.012847640820921198,illustrative
20,3,29.929692266859128,49.110857137490534,7.274945211559509,-0.01379931791876721,illustrative
20,4,29.929692266859128,49.110857137490534,14.752323800425286,-0.014750995016613226,illustrative
21,1,29.121928538601257,49.972576444315024,1.3639380478316674,-0.010381518891941827,illustrative
21,2,29.121928538601257,49.972576444315024,4.309914749465258,-0.011212040403297175,illustrative
21,3,29.121928538601257,49.972576444315024,7.280004749408666,-0.012042561914652519,illustrative
21,4,29.121928538601257,49.972576444315024,14.78197139882449,-0.012873083426007865,illustrative
22,1,27.9167714726893,49.204869960743025,1.405209986385059,-0.009069335405009349,illustrative
22,2,27.9167714726893,49.204869960743025,4.422420003236147,-0.009794882237410096,illustrative
22,3,27.9167714726893,49.204869960743025,7.212595074904039,-0.010520429069810844,illustrative
22,4,27.9167714726893,49.204869960743025,15.107477416991603,-0.011245975902211592,illustrative
23,1,27.991838768211224,53.180462579008584,1.401693819722004,-0.007498435222054862,illustrative
23,2,27.991838768211224,53.180462579008584,4.368934434934042,-0.008098310039819251,illustrative
23,3,27.991838768211224,53.180462579008584,7.273277930855639,-0.008698184857583639,illustrative
23,4,27.991838768211224,53.180462579008584,14.962421677296291,-0.009298059675348028,illustrative
24,1,28.142869759485215,55.20800103324827,1.3777517152089784,-0.006846942060442347,illustrative
24,2,28.142869759485215,55.20800103324827,4.382419912069617,-0.007394697425277735,illustrative
24,3,28.142869759485215,55.20800103324827,7.213161583556086,-0.007942452790113122,illustrative
24,4,28.142869759485215,55.20800103324827,15.004196489626567,-0.00849020815494851,illustrative
25,1,25.69773193819194,54.22440073246872,1.4014113379593216,-0.0042172731887712474,illustrative
25,2,25.69773193819194,54.22440073246872,4.3546279025746735,-0.004554655043872947,illustrative
25,3,25.69773193819194,54.22440073246872,7.185558495907173,-0.004892036898974647,illustrative
25,4,25.69773193819194,54.22440073246872,15.077285431973229,-0.005229418754076347,illustrative
26,1,25.027836155264392,56.459641038168535,1.3905137080003949,-0.0025178760161165877,illustrative
26,2,25.027836155264392,56.459641038168535,4.416064193348477,-0.002719306097405915,illustrative
26,3,25.027836155264392,56.459641038168535,7.369887742945753,-0.0029207361786952415,illustrative
26,4,25.027836155264392,56.459641038168535,15.064945171212363,-0.0031221662599845686,illustrative
27,1,24.028930909994124,57.10612890094351,1.4106878469071331,-0.0011705433029119724,illustrative
27,2,24.028930909994124,57.10612890094351,4.366947579863389,-0.0012641867671449303,illustrative
27,3,24.028930909994124,57.10612890094351,7.15652447607147,-0.001357830231377888,illustrative
27,4,24.028930909994124,57.10612890094351,15.002558530078256,-0.0014514736956108458,illustrative
28,1,23.112372599687063,59.34557096687826,1.41684676023288,0.0006956964183518041,illustrative
28,2,23.112372599687063,59.34557096687826,4.402506030411927,0.0007513521318199486,illustrative
28,3,23.112372599687063,59.34557096687826,7.291577649456257,0.0008070078452880928,illustrative
28,4,23.112372599687063,59.34557096687826,14.831963422401902,0.0008626635587562371,illustrative
29,1,21.19294533272798,60.41178627572251,1.4166762900984147,0.002891502633089478,illustrative
29,2,21.19294533272798,60.41178627572251,4.371317595823005,0.0031228228437366365,illustrative
29,3,21.19294533272798,60.41178627572251,7.379549222705678,0.0033541430543837943,illustrative
29,4,21.19294533272798,60.41178627572251,15.246144061189279,0.003585463265030953,illustrative
30,1,22.097001693780832,64.0344427676053,1.4171619051304525,0.0036218351114906035,illustrative
30,2,22.097001693780832,64.0344427676053,4.41909208946528,0.003911581920409852,illustrative
30,3,22.097001693780832,64.0344427676053,7.298955723059865,0.0042013287293290996,illustrative
30,4,22.097001693780832,64.0344427676053,14.854138393941206,0.004491075538248348,illustrative
31,1,20.983528373997352,66.29754721989124,1.4156280743673748,0.005538631785930309,illustrative
31,2,20.983528373997352,66.29754721989124,4.380647862721298,0.005981722328804734,illustrative
31,3,20.983528373997352,66.29754721989124,7.316260975344304,0.006424812871679158,illustrative
31,4,20.983528373997352,66.29754721989124,15.120307327079104,0.006867903414553583,illustrative
32,1,19.743789135084086,68.42587740745441,1.4065671272817832,0.007406291228211413,illustrative
32,2,19.743789135084086,68.42587740745441,4.456276210437581,0.007998794526468327,illustrative
32,3,19.743789135084086,68.42587740745441,7.454984051378387,0.008591297824725239,illustrative
32,4,19.743789135084086,68.42587740745441,15.179061279192766,0.009183801122982152,illustrative
33,1,19.367257085550687,71.96472185162682,1.4303589882768344,0.009167055066812238,illustrative
33,2,19.367257085550687,71.96472185162682,4.435164842337423,0.009900419472157218,illustrative
33,3,19.367257085550687,71.96472185162682,7.4141790767534195,0.010633783877502195,illustrative
33,4,19.367257085550687,71.96472185162682,15.252668697559205,0.011367148282847175,illustrative
34,1,19.17376309871377,70.33323267249985,1.4321927036436362,0.008619004407830822,illustrative
34,2,19.17376309871377,70.33323267249985,4.438161653008892,0.00930852476045729,illustrative
34,3,19.17376309871377,70.33323267249985,7.3652067170886095,0.009998045113083753,illustrative
34,4,19.17376309871377,70.33323267249985,15.230840625041063,0.01068756546571022,illustrative
35,1,18.833124496837844,78.55782980476057,1.4273345613123645,0.012308457955006883,illustrative
35,2,18.833124496837844,78.55782980476057,4.4753751666662005,0.013293134591407435,illustrative
35,3,18.833124496837844,78.55782980476057,7.4516893465267975,0.014277811227807982,illustrative
35,4,18.833124496837844,78.55782980476057,15.443889980732559,0.015262487864208535,illustrative
36,1,18.879161865157865,76.72890986740448,1.4181195458353726,0.01150900939243183,illustrative
36,2,18.879161865157865,76.72890986740448,4.5647880630054125,0.012429730143826378,illustrative
36,3,18.879161865157865,76.72890986740448,7.4986500889168175,0.013350450895220923,illustrative
36,4,18.879161865157865,76.72890986740448,15.312917433875922,0.01427117164661547,illustrative
37,1,19.213518096273148,79.50459420705265,1.42844256184034,0.012443006431323376,illustrative
37,2,19.213518096273148,79.50459420705265,4.475529675318022,0.013438446945829246,illustrative
37,3,19.213518096273148,79.50459420705265,7.423381567891353,0.014433887460335115,illustrative
37,4,19.213518096273148,79.50459420705265,15.299850214908764,0.015429327974840985,illustrative
38,1,20.609239077668523,83.2850176998968,1.4371281880645452,0.012978694706047034,illustrative
38,2,20.609239077668523,83.2850176998968,4.492022775143824,0.014016990282530797,illustrative
38,3,20.609239077668523,83.2850176998968,7.454902315464463,0.015055285859014559,illustrative
38,4,20.609239077668523,83.2850176998968,14.995119842250896,0.01609358143549832,illustrative
39,1,19.236637596186842,80.57331380605623,1.4230844498972692,0.01287555194985718,illustrative
39,2,19.236637596186842,80.57331380605623,4.548723866894636,0.013905596105845755,illustrative
39,3,19.236637596186842,80.57331380605623,7.569517229744418,0.014935640261834327,illustrative
39,4,19.236637596186842,80.57331380605623,15.28505967587802,0.015965684417822902,illustrative
40,1,19.57790116228314,83.34979931549834,1.4462877555900382,0.01379647496916605,illustrative
40,2,19.57790116228314,83.34979931549834,4.545108660588227,0.014900192966699337,illustrative
40,3,19.57790116228314,83.34979931549834,7.421234864460104,0.016003910964232617,illustrative
40,4,19.57790116228314,83.34979931549834,15.144237666613973,0.017107628961765903,illustrative
41,1,21.270511088460843,85.94235903588036,1.4203249783265837,0.013548705422932942,illustrative
41,2,21.270511088460843,85.94235903588036,4.438078036687551,0.014632601856767577,illustrative
41,3,21.270511088460843,85.94235903588036,7.3865979150563605,0.01571649829060221,illustrative
41,4,21.270511088460843,85.94235903588036,14.97366152895659,0.016800394724436847,illustrative
42,1,22.3252969005962,86.90285086031126,1.435737171616391,0.013017726518220337,illustrative
42,2,22.3252969005962,86.90285086031126,4.4142207207983395,0.014059144639677964,illustrative
42,3,22.3252969005962,86.90285086031126,7.5246808572982475,0.01510056276113559,illustrative
42,4,22.3252969005962,86.90285086031126,15.54886846886885,0.016141980882593217,illustrative
43,1,21.937298702058357,82.71375997718641,1.4144785342401167,0.011611072757719049,illustrative
43,2,21.937298702058357,82.71375997718641,4.513330534397306,0.012539958578336573,illustrative
43,3,21.937298702058357,82.71375997718641,7.373245198118129,0.013468844398954096,illustrative
43,4,21.937298702058357,82.71375997718641,15.307214603190712,0.01439773021957162,illustrative
44,1,23.331817833785088,83.31161103608953,1.4214951464670866,0.010545159728767442,illustrative
44,2,23.331817833785088,83.31161103608953,4.409702053797564,0.011388772507068838,illustrative
44,3,23.331817833785088,83.31161103608953,7.366247176916244,0.012232385285370233,illustrative
44,4,23.331817833785088,83.31161103608953,15.080538224793344,0.013075998063671629,illustrative
45,1,24.083732780986082,86.07753554079208,1.4313275689438187,0.010940237443655743,illustrative
45,2,24.083732780986082,86.07753554079208,4.501192020423238,0.011815456439148202,illustrative
45,3,24.083732780986082,86.07753554079208,7.379866681730025,0.01269067543464066,illustrative
45,4,24.083732780986082,86.07753554079208,15.083798198659254,0.01356589443013312,illustrative
46,1,24.57663735056634,88.481531357817,1.440946380479381,0.011425902453501762,illustrative
46,2,24.57663735056634,88.481531357817,4.472648961122548,0.012339974649781904,illustrative
46,3,24.57663735056634,88.481531357817,7.355189632964169,0.013254046846062044,illustrative
46,4,24.57663735056634,88.481531357817,15.174679470414427,0.014168119042342185,illustrative
47,1,25.812059459301768,83.80434825794259,1.412814906621786,0.008073359848720475,illustrative
47,2,25.812059459301768,83.80434825794259,4.408800704416162,0.008719228636618113,illustrative
47,3,25.812059459301768,83.80434825794259,7.436254510914235,0.00936509742451575,illustrative
47,4,25.812059459301768,83.80434825794259,15.131139927806773,0.010010966212413389,illustrative
